Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
Port#:2,6672,50588959,8937168,2510,1633,0,0,0,0,85,2933,2744,4,5,0,0,0,0,3,-342,5257,-1386,-788,-293,True,0,6,17337,674601,-1,Normal,Normal
Port#:1,2165,48489943,82655142,5891,2908,0,0,0,0,4,-7446,-3657,2,5,0,0,0,0,2,-53,4410,-795,10615,514,True,0,15,8602,21277,-1,Diversion,Attack
Port#:4,360418,106180949,81699225,229811,1046,0,0,0,0,4,-6665,5637339,2,5,0,0,0,0,4,-344,6267974,-580,6227271,-256,True,0,7,995639,1017673,-1,Normal,Normal
Port#:2,5939,48281704,73944021,3711,941,0,0,0,0,3,-4552,-3349,48,5,0,0,0,0,2,-56,29371,445,3131,329,True,0,6,19676,508445,-1,Diversion,Attack
Port#:1,2311,82580892,109907250,3875,2614,0,0,0,0,-1,871,-3373,137,5,0,0,0,0,2,-659,11621,282,1595,1018,True,0,7,16883,18216,-1,Diversion,Attack
Port#:4,1658,17410835,13190485,632,296,0,0,0,0,3,-6801,3139,2,5,0,0,0,0,4,-1322,16888,-853,5189,-276,True,0,6,8385,-846,-1,Diversion,Attack
Port#:3,2823,24840309,19230673,3719,1777,0,0,0,0,4,-11093,-1710,2,5,0,0,0,0,4,-398,2984,-1695,3252,473,True,0,4,15494,12187,-1,Diversion,Attack
Port#:1,5667,80492094,75609811,8914,3136,0,0,0,0,0,-7516,-9006,2,5,0,0,0,0,2,-110,-15919,-757,4162,926,True,0,7,17478,31086,-1,Diversion,Attack
Port#:3,2875,56818205,13119643,3999,2101,0,0,0,0,4,266,-2030,1,5,0,0,0,0,4,-15,9022,-333,6101,177,True,0,5,18408,25621,-1,Diversion,Attack
Port#:4,2607,11096115,79428165,2818,1864,0,0,0,0,2,5347,-3661,2,5,0,0,0,0,5,-1217,-10565,-370,7418,818,True,0,5,4398,15091,-1,Diversion,Attack
Port#:3,178497,22414106,26389586,282500,2465,0,0,0,0,4,-8482,-16155,63,5,0,0,0,0,4,572552,6305363,-959,6371987,637642,True,0,6,958159,993246,-1,Normal,Normal
Port#:1,2380,44291497,77972694,4403,2471,0,0,0,0,0,1686,3621,2,5,0,0,0,0,2,-1040,20672,-938,6086,436,True,0,5,9875,17794,-1,Diversion,Attack
Port#:1,5592,43655845,123085170,6399,3140,0,0,0,0,1,-5133,5366202,3,5,0,0,0,0,5,-674,2968,-682,6961,596,True,0,6,22735,30479,-1,Diversion,Attack
Port#:1,7308,73575875,30334394,3925,2756,0,0,0,0,0,-5849,2724,4,5,0,0,0,0,1,-751,4842,-143,-14299,2173,True,0,4,667780,13282,-1,Normal,Normal
Port#:4,175761,19609801,13821277,291428,1109,0,0,0,0,4,-7430,-5730,3,5,0,0,0,0,4,-1043,9669,-814,3556860,-272,True,0,4,940409,960278,-1,Normal,Normal
Port#:3,6990,62148065,5788622,3845,1300,0,0,0,0,4,-1171,2549,133,5,0,0,0,0,4,204,-10911,-522,-5155,558,True,0,7,17676,28263,-1,Diversion,Attack
Port#:4,7393,83637160,38490912,4247,1991,0,0,0,0,122,-12769,-8295,1,4,0,0,0,0,3,590,16361,-995,-9153,-723,True,0,5,20776,681179,-1,Normal,Normal
Port#:1,181846,117189359,26942154,404216,1673,0,0,0,0,-1,-3405,-4046,2,4,0,0,0,0,2,-1363,4263,-439,-4729,-213,True,0,5,517998,664734,-1,Normal,Normal
Port#:3,5393,78314469,30923969,4987,2730,0,0,0,0,0,-11705,5668,2,5,0,0,0,0,5,-897,2405,-549,1522,348,True,0,7,16333,27292,-1,Diversion,Attack
Port#:1,7645,135921168,82461551,154211,1332,0,0,0,0,122,-5254,2066,2,5,0,0,0,0,2,-1071,-2472,-174,7570,1359,True,0,5,649594,660641,-1,Normal,Normal
Port#:4,5783,21763045,74308792,3217,1644,0,0,0,0,2,-7988,10246,4,5,0,0,0,0,4,-105,16165,-956,12227,474,True,0,5,4936,17031,-1,Diversion,Attack
Port#:1,1331,75390147,93296140,4196,1522,0,0,0,0,0,-7632,1417,4,5,0,0,0,0,2,-1101,13627,-284,-14084,255,True,0,5,12781,17236,-1,Diversion,Attack
Port#:2,2959,18844886,25728646,4632,1606,0,0,0,0,4,6922,-9519,4,5,0,0,0,0,5,-707,-14978,-1157,493,1297,True,0,5,8611,19802,-1,Diversion,Attack
Port#:2,2220,65513306,93551110,414737,1904,0,0,0,0,1,-7258,2227,4,4,0,0,0,0,2,813,27346,-127,-19801,118,True,0,6,649489,2433,-1,Diversion,Attack
Port#:4,1011,17608670,19230089,1347,1486,0,0,0,0,3,562,-12387,1,5,0,0,0,0,5,-474,18795,-370,-4732,955,True,0,5,669,2642,-1,Diversion,Attack
Port#:1,2191,75980843,100177446,4791,3074,0,0,0,0,0,-4251,-6915,2,5,0,0,0,0,3,-1424,-1175,-522,2451,865,True,0,4,23649,14652,-1,Diversion,Attack
Port#:2,6517,71760245,80272355,5636,3150,0,0,0,0,1,-179,-2797,3,5,0,0,0,0,2,-1354,12487,-243,2480,1527,True,0,7,17851,22501,-1,Diversion,Attack
Port#:1,318,6323216,21431451,3220,2971,0,0,0,0,0,-8514,19846,1,5,0,0,0,0,3,-350,5412,-951,20358,-285,True,0,6,8528,15062,-1,Diversion,Attack
Port#:3,178683,45367561,57709231,300130,1564,0,0,0,0,4,-1784,-8417,1,5,0,0,0,0,4,-818,6375571,330,6369574,421,True,0,6,656431,542264,-1,Normal,Normal
Port#:1,178041,123930661,29712697,308318,2849,0,0,0,0,55,-11820,5337607,1,5,0,0,0,0,3,-703,16361,556366,15570,1019,True,0,8,955100,964505,-1,Normal,Normal
Port#:4,4232,7594419,80538782,4640,2944,0,0,0,0,0,-5717,9348,3,5,0,0,0,0,5,-230,23463,215,7349,1580,True,0,7,9232,16288,-1,Diversion,Attack
Port#:3,181492,237731952,142610960,303539,1087,0,0,0,0,127,-6468,-9754,63,5,0,0,0,0,3,-338,6388445,-1229,3230,143,True,0,7,647881,665075,-1,Normal,Normal
Port#:4,5639,3517146,111049887,3879,1212,0,0,0,0,3,2773,4629,4,5,0,0,0,0,5,73,3871,-25,-152,295,True,0,5,10733,15782,-1,Diversion,Attack
Port#:3,176188,180541623,17431669,308100,908,0,0,0,0,4,-12392,14116,3,5,0,0,0,0,3,-1111,-720,-313,4376,348,True,0,6,971004,982064,-1,Normal,Normal
Port#:4,2461,16223955,3242471,2243,1645,0,0,0,0,3,-10321,-15070,4,5,0,0,0,0,5,-58,-2565,-1082,-3302,354,True,0,6,17453,13048,-1,Diversion,Attack
Port#:3,310132,18661185,19920341,294385,993,0,0,0,0,2,5836,-9714,1,5,0,0,0,0,4,173,-4219,-1532,-2345,591,True,0,5,13833,10999,-1,Diversion,Attack
Port#:4,4394,3872787,79234983,5653,1267,0,0,0,0,3,-11984,-9674,1,5,0,0,0,0,5,748,-9775,-171,-5407,-140,True,0,214,21734,23698,-1,Diversion,Attack
Port#:1,330028,142632311,48081033,249357,1651,0,0,0,0,0,-16219,-1042,4,5,0,0,0,0,1,-456,-2648,-938,-14287,-397,True,0,6,980377,1008348,-1,Normal,Normal
Port#:3,2375,16197001,11057777,889,454,0,0,0,0,4,-5991,-6284,3,5,0,0,0,0,5,201,22484,-233,-1566,-117,True,0,96,4540,8907,-1,Diversion,Attack
Port#:2,3126,124355541,23530948,3233,2016,0,0,0,0,78,-7931,13420,1,5,0,0,0,0,5,-1089,3648,-967,-15889,364,True,0,9,15205,26804,-1,Diversion,Attack
Port#:1,5449,123646632,196206001,422157,2815,0,0,0,0,1,-17011,412,1,5,0,0,0,0,2,-1490,-2263,-1431,-17837,-1435,True,0,6,662008,675800,-1,Normal,Normal
Port#:2,6068,46715279,25621449,5664,3025,0,0,0,0,1,6973,7071,4,5,0,0,0,0,4,-725,2102,-481,21822,317,True,0,8,21054,26351,-1,Diversion,Attack
Port#:2,1733,79325831,25632147,5901,2115,0,0,0,0,3,797,-1669,145,5,0,0,0,0,2,-423,9752,-359,-3865,395,True,0,5,14394,10369,-1,Diversion,Attack
Port#:3,187157,25959215,6642295,297451,1376,0,0,0,0,72,9394,2607754,2,5,0,0,0,0,4,604494,6363602,-824,-1235,814,True,0,9,999208,996603,-1,Normal,Normal
Port#:1,334945,20629698,165881828,306318,2941,0,0,0,0,3,-1267,2597,4,5,0,0,0,0,4,-1769,-10079,-43,-5074,42,True,0,5,657632,542127,-1,Normal,Normal
Port#:1,4789,47024802,43234595,2130,309,0,0,0,0,0,10742,8870,2,5,0,0,0,0,2,-453,2776,-1130,17746,975,True,0,6,23518,20628,-1,Diversion,Attack
Port#:2,1964,50623577,20744057,6888,3049,0,0,0,0,63,437,-936,4,5,0,0,0,0,5,-528,8079,-1393,556,311,True,0,6,17942,16469,-1,Diversion,Attack
Port#:2,115941,14765600,28972924,309258,2758,0,0,0,0,67,-5657,248,3,5,0,0,0,0,3,249419,3248361,-669,6250461,411024,True,0,6,990542,662184,-1,Normal,Normal
Port#:2,5790,75165411,33784977,5610,2931,0,0,0,0,0,-3592,1319,3,5,0,0,0,0,3,-897,12943,506,2685,1466,True,0,7,10319,21177,-1,Diversion,Attack
Port#:2,4098,95990554,71199268,252005,2732,0,0,0,0,0,-10674,442,2,5,0,0,0,0,2,-1043,-195,-1105,-5513,1391,True,0,3,659644,657332,-1,Normal,Normal
Port#:1,6149,142922943,187839144,307459,1753,0,0,0,0,0,-7319,11492,4,5,0,0,0,0,2,-493,7150,-1181,-1027,-535,True,0,6,658540,530839,-1,Normal,Normal
Port#:1,2601,73258145,100392681,408696,2451,0,0,0,0,126,3093,5866439,3,5,0,0,0,0,2,-485,2142,-265,12309,-857,True,0,6,13989,15054,-1,Diversion,Attack
Port#:1,4323,114123505,82463408,4335,1550,0,0,0,0,0,328,-4664,2,5,0,0,0,0,2,-734,16025,-1635,-12043,1456,True,0,4,12748,23117,-1,Diversion,Attack
Port#:2,6560,115054996,112752403,430163,2111,0,0,0,0,0,1421,5679,2,5,0,0,0,0,2,-891,2432,-893,637,-893,True,0,7,660713,686724,-1,Normal,Normal
Port#:3,308885,22244921,27079316,294043,875,0,0,0,0,4,-14625,5586,59,5,0,0,0,0,4,202951,6253680,145959,6328091,-129,True,0,6,982923,1018506,-1,Normal,Normal
Port#:1,183442,100754906,187619813,159098,2159,0,0,0,0,-1,-6240,645,4,4,0,0,0,0,2,-1025,6358980,548716,-1223,-367,True,0,7,662017,656686,-1,Normal,Normal
Port#:4,1975,41599946,9933613,2399,1582,0,0,0,0,68,-2886,3126,4,5,0,0,0,0,5,2,1519,-523,2180,-654,True,0,7,12516,10480,-1,Diversion,Attack
Port#:1,4073,43963192,20023312,2973,1036,0,0,0,0,4,3237,-456,2,5,0,0,0,0,5,-335,-772,-384,-70,1488,True,0,5,13595,20058,-1,Diversion,Attack
Port#:4,299564,118159716,29475217,159439,1552,0,0,0,0,70,-2983,7571,2,5,0,0,0,0,4,528482,3946,-660,6436410,1020,True,0,7,977531,994531,-1,Normal,Normal
Port#:3,4615,24852276,131581865,8126,2549,0,0,0,0,0,-6585,-4250,4,4,0,0,0,0,3,257,18216,-462,6374,788,True,0,7,19581,27269,-1,Diversion,Attack
Port#:1,3767,52250220,42645810,421727,2196,0,0,0,0,0,-9820,5533247,2,5,0,0,0,0,2,-575,947,-60,-6421,479,True,0,6,664986,670525,-1,Normal,Normal
Port#:4,1900,4398398,66888833,4403,1650,0,0,0,0,64,-2087,-1425,4,5,0,0,0,0,2,-442,-1016,-987,278,534,True,0,5,11761,16105,-1,Diversion,Attack
Port#:3,177953,154526685,15557751,316062,1450,0,0,0,0,70,-12528,-21851,1,5,0,0,0,0,3,-1155,6300833,-779,6332926,631872,True,0,8,938503,986309,-1,Normal,Normal
Port#:2,1887,90537487,21784610,241635,1180,0,0,0,0,0,6114,-2449,55,5,0,0,0,0,2,110,7938,-610,13670,-326,True,0,5,651263,14110,-1,Normal,Normal
Port#:1,4101,87073030,69433741,250000,2142,0,0,0,0,0,5343853,5069,4,5,0,0,0,0,2,-30,13246,-661,1970,213,True,0,5,662243,981353,-1,Normal,Normal
Port#:2,3988,67301680,150309336,1652,861,0,0,0,0,3,-6004,-56,1,5,0,0,0,0,3,-572,-7556,-101,-17376,1476,True,0,5,7916,14154,-1,Diversion,Attack
Port#:2,242,66134733,7401021,2595,2356,0,0,0,0,0,5449966,-938,2,5,0,0,0,0,2,46,2297,-270,-745,89,True,0,3,69,522621,-1,Diversion,Attack
Port#:2,176408,53491960,194874067,315382,2317,0,0,0,0,69,-10732,-9566,58,5,0,0,0,0,1,-345,27940,-319,19954,-406,True,0,7,658205,669558,-1,Normal,Normal
Port#:4,4186,16899374,65692658,4473,2682,0,0,0,0,3,-2462,4822,2,4,0,0,0,0,5,-140,14763,-245,8381,1123,True,0,7,9804,15076,-1,Diversion,Attack
Port#:4,346195,27186070,32687571,300073,1933,0,0,0,0,3,3020267,-5630,4,5,0,0,0,0,4,571245,8996,24,6122297,-38,True,0,7,1010048,1008327,-1,Normal,Normal
Port#:1,-252,90171702,62298650,5165,2157,0,0,0,0,1,8100,7277,4,5,0,0,0,0,2,-850,3645,383,16763,1117,True,0,4,12864,14851,-1,Diversion,Attack
Port#:3,173338,23437752,91991161,156939,1524,0,0,0,0,3,-19763,2849,3,4,0,0,0,0,2,609373,-199,-1329,14148,1222,True,0,4,645224,991042,-1,Normal,Normal
Port#:2,308962,215982399,119906984,117117,935,0,0,0,0,78,-3049,4666,2,5,0,0,0,0,2,-187,-2268,-559,6367001,1216,True,0,6,659094,651871,-1,Normal,Normal
Port#:1,4253,74791521,34588823,7044,2116,0,0,0,0,2,5394522,-5133,4,4,0,0,0,0,2,17,16074,-596,4162,447,True,0,5,17462,25693,-1,Diversion,Attack
Port#:2,5061,74270437,129894837,295237,1467,0,0,0,0,3,-14427,8696,4,5,0,0,0,0,3,367,14293,245,-8784,887,True,0,6,652471,538513,-1,Normal,Normal
Port#:1,4610,130734490,116763393,6931,2712,0,0,0,0,0,-12117,-13004,2,5,0,0,0,0,2,-1027,-5609,84,1767,35,True,0,5,668871,673694,-1,Normal,Attack
Port#:1,188480,145635824,162530043,154535,1656,0,0,0,0,58,-13269,-9302,4,5,0,0,0,0,2,-824,6398,-813,-933,201,True,0,8,967970,530539,-1,Normal,Normal
Port#:2,850,47495958,44861182,5018,793,0,0,0,0,0,2368,-2063,4,5,0,0,0,0,4,476,4222,-1004,-10161,660,True,0,4,7498,21263,-1,Diversion,Attack
Port#:1,4817,86940283,83913517,247179,3223,0,0,0,0,-1,-20356,2066,4,5,0,0,0,0,2,44,3924,-631,3109,372,True,0,4,657830,536922,-1,Normal,Normal
Port#:4,7400,19731977,16215565,6075,1809,0,0,0,0,4,-7144,5352,1,5,0,0,0,0,3,-1102,23950,-1128,1000,-415,True,0,8,27000,21181,-1,Diversion,Attack
Port#:1,2981,18549850,29748365,4679,1202,0,0,0,0,41,1398,-323,4,5,0,0,0,0,3,-417,5457,-385,-3852,861,True,0,5,21042,12905,-1,Diversion,Attack
Port#:2,5928,79045256,34853024,4756,1508,0,0,0,0,3,5254156,-5174,2,5,0,0,0,0,2,44,887,-396,-1329,1631,True,0,4,17019,526245,-1,Diversion,Attack
Port#:1,187694,115568374,38270651,416328,2716,0,0,0,0,-1,-10664,-12937,74,5,0,0,0,0,1,-990,-8398,-1557,-4998,213,True,0,7,653832,678680,-1,Normal,Normal
Port#:2,3114,135096526,79228831,3367,2731,0,0,0,0,-1,-5351,-5514,3,5,0,0,0,0,3,-747,12848,-991,3081,47,True,0,6,7889,663784,-1,Diversion,Normal
Port#:2,4243,143264045,10918972,421390,1001,0,0,0,0,0,-7414,-54,1,5,0,0,0,0,3,558326,1501,-1206,-5934,929,True,0,6,652856,533439,-1,Normal,Normal
Port#:2,4402,69074903,81024838,5294,3210,0,0,0,0,0,-3900,-13548,1,5,0,0,0,0,2,-1695,1980,-960,-6026,445,True,0,4,660913,685242,-1,Normal,Attack
Port#:4,3431,-450112,57489506,6541,1868,0,0,0,0,4,6930,-554,2,5,0,0,0,0,5,-400,16288,-812,7786,222,True,0,101,13167,19852,-1,Diversion,Attack
Port#:4,2354,72287375,81645014,6681,2774,0,0,0,0,1,-5233,14323,2,5,0,0,0,0,5,-965,19206,-551,12166,1475,True,0,7,24403,24717,-1,Diversion,Attack
Port#:4,3633,20917139,39234055,7098,368,0,0,0,0,3,3694,1248,2,5,0,0,0,0,4,541141,1824,-1448,-1960,-591,True,0,8,16395,19865,-1,Diversion,Attack
Port#:4,313458,15505027,9219663,282967,1600,0,0,0,0,4,2801,793,2,5,0,0,0,0,4,220,8540,-1383,5962348,18,True,0,6,979749,1002324,-1,Normal,Normal
Port#:1,4820,132439451,15495912,419792,1967,0,0,0,0,0,5906,-3473,2,5,0,0,0,0,2,1239,308,-1121,9004,1319,True,0,5,638940,659728,-1,Normal,Normal
Port#:1,577,19214891,23495098,3365,163,0,0,0,0,-1,-8085,8028,2,5,0,0,0,0,4,-103,17042,-960,-6205,808,True,0,5,4947,15983,-1,Diversion,Attack
Port#:1,4130,119287085,80208113,6618,1988,0,0,0,0,1,-9353,203,2,5,0,0,0,0,2,-86,17813,481,3002,1158,True,0,7,12580,19184,-1,Diversion,Attack
Port#:2,2874,74154328,20670894,3425,1980,0,0,0,0,1,-3728,3087,4,5,0,0,0,0,2,-258,4258,332,-15269,1544,True,0,4,6220,14943,-1,Diversion,Attack
Port#:3,6392,52870823,69963366,6173,1483,0,0,0,0,3,4353,-778,4,5,0,0,0,0,4,-242,4476,-735,-11593,-124,True,0,6,21050,25280,-1,Diversion,Attack
Port#:3,174661,114739124,58164085,311377,1197,0,0,0,0,66,314,-7189,1,5,0,0,0,0,2,-1084,6195861,-24,6423928,11,True,0,6,952082,971261,-1,Normal,Normal
Port#:3,1351,19844952,22052218,4222,325,0,0,0,0,70,8405,8421,1,5,0,0,0,0,4,-664,19133,-1018,6205,536,True,0,6,10407,9713,-1,Diversion,Attack
Port#:2,6137,95080653,111695875,4340,3048,0,0,0,0,-1,738,5207,4,5,0,0,0,0,3,-111,2174,-1328,11937,1383,True,0,206,15407,22920,-1,Diversion,Attack
Port#:4,4641,204643494,77440591,3482,280,0,0,0,0,0,-12258,-281,4,5,0,0,0,0,4,394,-9347,-52,3127,970,True,0,4,12498,22152,-1,Diversion,Attack
Port#:3,2824,24204274,21826490,210906,2114,0,0,0,0,3,-17615,5444,4,5,0,0,0,0,4,-458,6210,-453,12708,1021,True,0,5,13949,22022,-1,Diversion,Attack
Port#:1,5391,75311020,89396498,7929,1733,0,0,0,0,0,-1290,500,2,5,0,0,0,0,2,-375,6804,-619,-254,462,True,0,7,27953,529860,-1,Diversion,Attack
Port#:1,4302,34035523,1393901,8145,2592,0,0,0,0,0,-1534,1861,4,5,0,0,0,0,2,-610,5282,-895,-17799,1275,True,0,8,7724,18852,-1,Diversion,Attack
Port#:1,311652,80806896,78610917,310025,1013,0,0,0,0,3,2329,-7530,2,5,0,0,0,0,4,331149,13052,-268,3306863,722,True,0,6,978165,1013981,-1,Normal,Normal
Port#:3,107056,19657298,14082915,298125,1420,0,0,0,0,4,-4844,-8463,4,5,0,0,0,0,3,98,15939,564027,6350210,596645,True,0,8,971124,972084,-1,Normal,Normal
Port#:1,4929,75980855,90425197,254877,2903,0,0,0,0,-1,-14829,-7467,2,5,0,0,0,0,2,-492,23169,11,-8256,-1187,True,0,7,660868,548001,-1,Normal,Normal
Port#:1,1962,59468037,49644997,6601,286,0,0,0,0,2,-3658,5402,4,5,0,0,0,0,2,-41,-2984,-1027,27414,246,True,0,6,13744,12536,-1,Diversion,Attack
Port#:1,187753,139425627,138707611,305383,2774,0,0,0,0,1,-14921,-12631,2,5,0,0,0,0,1,-365,941,-177,-2828,729,True,0,6,521478,670193,-1,Normal,Normal
Port#:1,3815,53872312,28679988,126563,1788,0,0,0,0,130,-5423,-2666,4,5,0,0,0,0,2,-109,8131,-1086,9697,486,True,0,3,988585,1007825,-1,Normal,Normal
Port#:1,4103,56367370,65861511,7524,1764,0,0,0,0,1,-3388,1437,1,5,0,0,0,0,3,-907,-2101,-829,-5273,1070,True,0,6,20608,20178,-1,Diversion,Attack
Port#:3,317579,122615466,23855125,308457,2123,0,0,0,0,4,-1357,-4517,2,5,0,0,0,0,3,-251,2432,130655,1072,1251,True,0,6,966707,1002465,-1,Normal,Normal
Port#:3,-764,10180668,11332414,2120,1462,0,0,0,0,3,2813,-8898,2,5,0,0,0,0,4,-207,-767,-566,-5087,1028,True,0,5,4024,7478,-1,Diversion,Attack
Port#:2,4743,49328083,201314494,246153,1507,0,0,0,0,0,-483,-3354,2,4,0,0,0,0,2,-958,7042,-1196,-6456,85,True,0,5,648621,661537,-1,Normal,Normal
Port#:1,6370,22558263,86121155,5662,3231,0,0,0,0,3,-6747,1997,3,5,0,0,0,0,5,-826,19070,16,-2321,1233,True,0,7,15952,23215,-1,Diversion,Attack
Port#:1,5330,128256726,92265706,430609,2665,0,0,0,0,0,-12103,5505,4,5,0,0,0,0,2,-1179,34,215,-3695,1111,True,0,5,673398,680416,-1,Normal,Normal
Port#:4,311979,22662884,4380606,4398,954,0,0,0,0,3,1548,-775,1,5,0,0,0,0,4,-710,-6427,37,4946,1567,True,0,6,12773,16744,-1,Diversion,Attack
Port#:1,3816,71215329,36005645,422358,2783,0,0,0,0,1,2304,9226,2,5,0,0,0,0,1,153,-2628,-660,-2180,1166,True,0,5,13610,22033,-1,Normal,Normal
Port#:2,5735,105826721,130954482,248009,1615,0,0,0,0,65,-3253,-2063,4,5,0,0,0,0,3,-486,-8685,301,12565,1636,True,0,5,645087,22280,-1,Diversion,Normal
Port#:2,3098,81073520,87321668,128895,2550,0,0,0,0,0,-16714,3325,2,5,0,0,0,0,2,-994,6883,45,-13078,-302,True,0,7,501731,666516,-1,Normal,Normal
Port#:4,4163,17861989,53243463,2985,243,0,0,0,0,3,-10749,-1753,4,5,0,0,0,0,5,-559,8688,-1569,-2325,533,True,0,6,13050,14277,-1,Diversion,Attack
Port#:1,5302,83537868,79754787,249676,1790,0,0,0,0,1,-3493,3620,2,4,0,0,0,0,1,-1082,-9080,-1779,-3886,989,True,0,8,656577,663683,-1,Normal,Normal
Port#:1,3502,3038586,63508588,6603,2603,0,0,0,0,-1,8192,2259,3,5,0,0,0,0,2,-6,24157,304,10549,-503,True,0,4,14776,10834,-1,Diversion,Attack
Port#:3,342790,26966261,90508395,306717,2131,0,0,0,0,3,-5818,-6187,4,5,0,0,0,0,4,-867,10012,-877,-4667,525,True,0,7,673573,992790,-1,Normal,Normal
Port#:4,181008,19691667,24384151,2855,2604,0,0,0,0,81,5816387,-7138,1,5,0,0,0,0,3,-693,6973,-103,-14132,-200,True,0,7,18263,18159,-1,Diversion,Attack
Port#:1,2490,167052269,60326388,117018,1508,0,0,0,0,0,4792,-5639,4,5,0,0,0,0,2,-701,-11915,-325,6558,1620,True,0,6,633515,665121,-1,Normal,Normal
Port#:1,2132,63574253,97169232,415333,1157,0,0,0,0,3,-1459,10229,4,5,0,0,0,0,2,113,-8,422,3591,1131,True,0,5,496225,671109,-1,Normal,Normal
Port#:4,302927,20161468,2581736,287332,1002,0,0,0,0,3,-5215,3168,4,5,0,0,0,0,4,177,3962882,579484,1301,1539,True,0,6,971811,1006974,-1,Normal,Normal
Port#:3,1031,82895985,51520048,308788,940,0,0,0,0,0,-17812,3834,4,5,0,0,0,0,3,535957,2363,43,6066612,773,True,0,6,653568,651101,-1,Normal,Normal
Port#:3,2879,3850778,53801183,3041,2598,0,0,0,0,4,-7526,-5178,4,5,0,0,0,0,3,632,-1290,-1412,2364,-227,True,0,5,8084,18986,-1,Diversion,Attack
Port#:1,3291,79051294,89699928,4361,957,0,0,0,0,67,5149820,1407,67,5,0,0,0,0,2,-1410,12203,-500,2458,526,True,0,7,507384,20749,-1,Diversion,Normal
Port#:2,129589,71358168,142747062,223569,2135,0,0,0,0,71,1949,3201365,2,4,0,0,0,0,3,-358,22429,571434,10804,28,True,0,5,977414,1001652,-1,Normal,Normal
Port#:3,2919,22564970,21383145,2417,930,0,0,0,0,3,-3147,523,4,5,0,0,0,0,5,-405,10715,-645,-7367,706,True,0,6,7156,16430,-1,Diversion,Attack
Port#:1,2903,139830586,24717961,7113,1726,0,0,0,0,1,-14391,-7790,2,5,0,0,0,0,2,-675,9023,-795,-15384,-666,True,0,6,16266,21122,-1,Diversion,Attack
Port#:3,5614,25117784,25626196,5768,1491,0,0,0,0,-1,-1994,-295,4,5,0,0,0,0,3,-654,-3033,-455,-5171,911,True,0,6,7446,15920,-1,Diversion,Attack
Port#:1,4281,6303335,121866964,4407,232,0,0,0,0,0,5096152,-4839,4,5,0,0,0,0,3,94,16212,-16,-3716,-30,True,0,6,20298,30688,-1,Diversion,Attack
Port#:4,4981,16424697,81621505,5822,1522,0,0,0,0,3,-6726,5703,2,5,0,0,0,0,3,-273,1330,499,-2116,-254,True,0,6,16729,24597,-1,Diversion,Attack
Port#:1,2909,96103292,162657727,249053,956,0,0,0,0,1,-4204,3888,2,4,0,0,0,0,2,929,4029,247,2637,350,True,0,6,507246,668761,-1,Normal,Normal
Port#:4,60,1255486,76785480,4564,1134,0,0,0,0,4,-5368,3084,2,5,0,0,0,0,5,112,10364,-738,3299,716,True,0,7,4682,8722,-1,Diversion,Attack
Port#:2,3273,63725106,65246743,4422,2896,0,0,0,0,0,-3149,-661,4,5,0,0,0,0,3,462,-8368,-148,7817,1520,True,0,6,13063,20032,-1,Diversion,Attack
Port#:4,4908,20275900,17791653,5262,3326,0,0,0,0,4,-13184,5841635,2,5,0,0,0,0,4,105,16777,-861,-9601,261,True,0,5,18671,26521,-1,Diversion,Attack
Port#:2,179939,110302127,105151160,418980,2064,0,0,0,0,134,5183212,-7827,4,4,0,0,0,0,3,-9,15967,-908,-6683,1100,True,0,6,1001391,665412,-1,Normal,Normal
Port#:2,8035,82576063,90245843,4483,3120,0,0,0,0,-1,-7732,2889,4,5,0,0,0,0,1,-669,14682,-1003,9938,459,True,0,7,25252,21407,-1,Diversion,Attack
Port#:4,2548,52531685,23469996,3700,192,0,0,0,0,2,-1579,-5739,2,5,0,0,0,0,5,131,4689,-300,1166,2262,True,0,6,468,20074,-1,Diversion,Attack
Port#:1,184023,128790531,74160031,240504,2177,0,0,0,0,1,-8603,-12529,2,5,0,0,0,0,2,-303,-1434,-564,-552,435087,True,0,6,641470,655777,-1,Normal,Normal
Port#:2,4049,98562630,161891826,7086,2113,0,0,0,0,44,1405,1665,4,4,0,0,0,0,4,43,13911,-1570,13694,975,True,0,6,18356,22545,-1,Diversion,Attack
Port#:4,2710,304004,11022197,5038,2319,0,0,0,0,2,4332,-5548,1,5,0,0,0,0,5,-476,16819,-844,5634,857,True,0,5,19476,24567,-1,Diversion,Attack
Port#:4,3,20458832,16400171,1602,1559,0,0,0,0,0,-953,7153,4,5,0,0,0,0,3,-1422,1434,179,8392,752,True,0,6,2567,12439,-1,Diversion,Attack
Port#:2,3922,17234953,23473020,3735,2095,0,0,0,0,4,1705,4141,2,5,0,0,0,0,3,-1462,3808,75,-15647,-414,True,0,4,8861,19324,-1,Diversion,Attack
